re_Code;re_Text;re_CodeF;re_Hauptdiagnose;re_Nebendiagnose;re_Prozedur
L570;Aktinische Keratose;L57.0;0;1;0
L600;Unguis incarnatus;L60.0;0;1;0
L658;Sonstiger näher bezeichneter Haarausfall ohne Narbenbildung;L65.8;0;1;0
L659;Haarausfall ohne Narbenbildung, nicht näher bezeichnet;L65.9;0;1;0
L680;Hirsutismus;L68.0;0;1;0
L700;Acne vulgaris;L70.0;0;1;0
L701;Acne conglobata;L70.1;0;1;0
L708;Sonstige Akne;L70.8;0;1;0
L709;Akne, nicht näher bezeichnet;L70.9;0;1;0
L710;Periorale Dermatitis;L71.0;0;1;0
L718;Sonstige Rosazea;L71.8;0;1;0
L719;Rosazea, nicht näher bezeichnet;L71.9;0;1;0
L720;Epidermalzyste;L72.0;0;1;0
L721;Trichilemmalzyste;L72.1;0;1;0
L732;Hidradenitis suppurativa;L73.2;0;1;0
L739;Krankheit der Haarfollikel, nicht näher bezeichnet;L73.9;0;1;0
L80;Vitiligo;L80;0;1;0
L82;Seborrhoische Keratose;L82;0;1;0
L84;Hühneraugen und Horn- (Haut-) Schwielen;L84;0;1;0
L853;Xerosis cutis;L85.3;0;1;0
L8904;Dekubitus 1. Grades: Kreuzbein;L89.04;0;1;0
L8905;Dekubitus 1. Grades: Sitzbein;L89.05;0;1;0
L8907;Dekubitus 1. Grades: Ferse;L89.07;0;1;0
L8914;Dekubitus 2. Grades: Kreuzbein;L89.14;0;1;0
L8915;Dekubitus 2. Grades: Sitzbein;L89.15;0;1;0
L8917;Dekubitus 2. Grades: Ferse;L89.17;0;1;0
L8918;Dekubitus 2. Grades: Sonstige Lokalisationen der unteren Extremität;L89.18;0;1;0
L8919;Dekubitus 2. Grades: Sonstige und nicht näher bezeichnete Lokalisationen;L89.19;0;1;0
L8921;Dekubitus 3. Grades: Obere Extremität;L89.21;0;1;0
L8924;Dekubitus 3. Grades: Kreuzbein;L89.24;0;1;0
L8925;Dekubitus 3. Grades: Sitzbein;L89.25;0;1;0
L8926;Dekubitus 3. Grades: Trochanter;L89.26;0;1;0
L8927;Dekubitus 3. Grades: Ferse;L89.27;0;1;0
L8928;Dekubitus 3. Grades: Sonstige Lokalisationen der unteren Extremität;L89.28;0;1;0
L8934;Dekubitus 4. Grades: Kreuzbein;L89.34;0;1;0
L8937;Dekubitus 4. Grades: Ferse;L89.37;0;1;0
L8994;Dekubitus, Grad nicht näher bezeichnet: Kreuzbein;L89.94;0;1;0
L8998;Dekubitus, Grad nicht näher bezeichnet: Sonstige Lokalisationen der unteren Extremität;L89.98;0;1;0
L8999;Dekubitus, Grad nicht näher bezeichnet: Sonstige und nicht näher bezeichnete Lokalisationen;L89.99;0;1;0
L900;Lichen sclerosus et atrophicus;L90.0;0;1;0
L905;Narben und Fibrosen der Haut;L90.5;0;1;0
L930;Diskoider Lupus erythematodes;L93.0;0;1;0
L97;Ulcus cruris, anderenorts nicht klassifiziert;L97;0;1;0
L981;Dermatitis factitia;L98.1;0;1;0
L984;Chronisches Ulkus der Haut, anderenorts nicht klassifiziert;L98.4;0;1;0
L988;Sonstige näher bezeichnete Krankheiten der Haut und der Unterhaut;L98.8;0;1;0
M0590;Seropositive chronische Polyarthritis, nicht näher bezeichnet: Mehrere Lokalisationen;M05.90;0;1;0
M0640;Entzündliche Polyarthropathie: Mehrere Lokalisationen;M06.40;0;1;0
M0680;Sonstige näher bezeichnete chronische Polyarthritis: Mehrere Lokalisationen;M06.80;0;1;0
M0690;Chronische Polyarthritis, nicht näher bezeichnet: Mehrere Lokalisationen;M06.90;0;1;0
M0699;Chronische Polyarthritis, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisationen;M06.99;0;1;0
M0730;Sonstige psoriatische Arthritiden: Mehrere Lokalisationen;M07.30;0;1;0
M0739;Sonstige psoriatische Arthritiden: Nicht näher bezeichnete Lokalisationen;M07.39;0;1;0
M1007;Idiopathische Gicht: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes];M10.07;0;1;0
M1009;Idiopathische Gicht: Nicht näher bezeichnete Lokalisationen;M10.09;0;1;0
M1047;Sonstige sekundäre Gicht: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes];M10.47;0;1;0
M1090;Gicht, nicht näher bezeichnet: Mehrere Lokalisationen;M10.90;0;1;0
M1097;Gicht, nicht näher bezeichnet: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes];M10.97;0;1;0
M1099;Gicht, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisationen;M10.99;0;1;0
M130;Polyarthritis, nicht näher bezeichnet;M13.0;0;1;0
M1399;Arthritis, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisationen;M13.99;0;1;0
M150;Primäre generalisierte (Osteo-) Arthrose;M15.0;0;1;0
M158;Sonstige Polyarthrose;M15.8;0;1;0
M159;Polyarthrose, nicht näher bezeichnet;M15.9;0;1;0
M160;Primäre Koxarthrose, beidseitig;M16.0;0;1;0
M161;Sonstige primäre Koxarthrose;M16.1;0;1;0
M167;Sonstige sekundäre Koxarthrose;M16.7;0;1;0
M169;Koxarthrose, nicht näher bezeichnet;M16.9;0;1;0
M170;Primäre Gonarthrose, beidseitig;M17.0;0;1;0
M171;Sonstige primäre Gonarthrose;M17.1;0;1;0
M173;Sonstige posttraumatische Gonarthrose;M17.3;0;1;0
M174;Sonstige sekundäre Gonarthrose, beidseitig;M17.4;0;1;0
M175;Sonstige sekundäre Gonarthrose;M17.5;0;1;0
M179;Gonarthrose, nicht näher bezeichnet;M17.9;0;1;0
M189;Rhizarthrose, nicht näher bezeichnet;M18.9;0;1;0
M1901;Primäre Arthrose sonstiger Gelenke: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk];M19.01;0;1;0
M1981;Sonstige näher bezeichnete Arthrose: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk];M19.81;0;1;0
M1991;Arthrose, nicht näher bezeichnet: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk];M19.91;0;1;0
M1994;Arthrose, nicht näher bezeichnet: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen];M19.94;0;1;0
M1995;Arthrose, nicht näher bezeichnet: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk];M19.95;0;1;0
M1997;Arthrose, nicht näher bezeichnet: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes];M19.97;0;1;0
M1999;Arthrose, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisationen;M19.99;0;1;0
M200;Deformität eines oder mehrerer Finger;M20.0;0;1;0
M201;Hallux valgus (erworben);M20.1;0;1;0
M2133;Fallhand oder Hängefuß (erworben): Unterarm [Radius, Ulna, Handgelenk];M21.33;0;1;0
M224;Chondromalacia patellae;M22.4;0;1;0
M2333;Sonstige Meniskusschädigungen: Sonstiger und nicht näher bezeichneter Teil des Innenmeniskus;M23.33;0;1;0
M2339;Sonstige Meniskusschädigungen: Nicht näher bezeichneter Meniskus;M23.39;0;1;0
M2399;Binnenschädigung des Kniegelenkes, nicht näher bezeichnet: Nicht näher bezeichnetes Band oder nicht näher bezeichneter Meniskus;M23.99;0;1;0
M2546;Gelenkerguss: Unterschenkel [Fibula, Tibia, Kniegelenk];M25.46;0;1;0
M2550;Gelenkschmerz: Mehrere Lokalisationen;M25.50;0;1;0
M2551;Gelenkschmerz: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk];M25.51;0;1;0
M2552;Gelenkschmerz: Oberarm [Humerus, Ellenbogengelenk];M25.52;0;1;0
M2553;Gelenkschmerz: Unterarm [Radius, Ulna, Handgelenk];M25.53;0;1;0
M2554;Gelenkschmerz: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen];M25.54;0;1;0
M2555;Gelenkschmerz: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk];M25.55;0;1;0
M2556;Gelenkschmerz: Unterschenkel [Fibula, Tibia, Kniegelenk];M25.56;0;1;0
M2557;Gelenkschmerz: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes];M25.57;0;1;0
M2558;Gelenkschmerz: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule];M25.58;0;1;0
M2559;Gelenkschmerz: Nicht näher bezeichnete Lokalisationen;M25.59;0;1;0
M316;Sonstige Riesenzellarteriitis;M31.6;0;1;0
M321;Systemischer Lupus erythematodes mit Beteiligung von Organen oder Organsystemen;M32.1;0;1;0
M329;Systemischer Lupus erythematodes, nicht näher bezeichnet;M32.9;0;1;0
M350;Sicca-Syndrom [Sjögren-Syndrom];M35.0;0;1;0
M351;Sonstige Overlap-Syndrome;M35.1;0;1;0
M352;Behçet-Krankheit;M35.2;0;1;0
M353;Polymyalgia rheumatica;M35.3;0;1;0
M359;Krankheit mit Systembeteiligung des Bindegewebes, nicht näher bezeichnet;M35.9;0;1;0
M4024;Sonstige und nicht näher bezeichnete Kyphose: Thorakalbereich;M40.24;0;1;0
M4119;Idiopathische Skoliose beim Jugendlichen: Nicht näher bezeichnete Lokalisation;M41.19;0;1;0
M4185;Sonstige Formen der Skoliose: Thorakolumbalbereich;M41.85;0;1;0
M4189;Sonstige Formen der Skoliose: Nicht näher bezeichnete Lokalisation;M41.89;0;1;0
M4194;Skoliose, nicht näher bezeichnet: Thorakalbereich;M41.94;0;1;0
M4195;Skoliose, nicht näher bezeichnet: Thorakolumbalbereich;M41.95;0;1;0
M4196;Skoliose, nicht näher bezeichnet: Lumbalbereich;M41.96;0;1;0
M4199;Skoliose, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation;M41.99;0;1;0
M4209;Juvenile Osteochondrose der Wirbelsäule: Nicht näher bezeichnete Lokalisation;M42.09;0;1;0
M4212;Osteochondrose der Wirbelsäule beim Erwachsenen: Zervikalbereich;M42.12;0;1;0
M4216;Osteochondrose der Wirbelsäule beim Erwachsenen: Lumbalbereich;M42.16;0;1;0
M4292;Osteochondrose der Wirbelsäule, nicht näher bezeichnet: Zervikalbereich;M42.92;0;1;0
M4296;Osteochondrose der Wirbelsäule, nicht näher bezeichnet: Lumbalbereich;M42.96;0;1;0
M4316;Spondylolisthesis: Lumbalbereich;M43.16;0;1;0
M4317;Spondylolisthesis: Lumbosakralbereich;M43.17;0;1;0
M436;Tortikollis;M43.6;0;1;0
M4500;Spondylitis ankylosans: Mehrere Lokalisationen der Wirbelsäule;M45.00;0;1;0
M4509;Spondylitis ankylosans: Nicht näher bezeichnete Lokalisation;M45.09;0;1;0
M4720;Sonstige Spondylose mit Radikulopathie: Mehrere Lokalisationen der Wirbelsäule;M47.20;0;1;0
M4722;Sonstige Spondylose mit Radikulopathie: Zervikalbereich;M47.22;0;1;0
M4726;Sonstige Spondylose mit Radikulopathie: Lumbalbereich;M47.26;0;1;0
M4729;Sonstige Spondylose mit Radikulopathie: Nicht näher bezeichnete Lokalisation;M47.29;0;1;0
M4780;Sonstige Spondylose: Mehrere Lokalisationen der Wirbelsäule;M47.80;0;1;0
M4782;Sonstige Spondylose: Zervikalbereich;M47.82;0;1;0
M4784;Sonstige Spondylose: Thorakalbereich;M47.84;0;1;0
M4786;Sonstige Spondylose: Lumbalbereich;M47.86;0;1;0
M4787;Sonstige Spondylose: Lumbosakralbereich;M47.87;0;1;0
M4790;Spondylose, nicht näher bezeichnet: Mehrere Lokalisationen der Wirbelsäule;M47.90;0;1;0
M4796;Spondylose, nicht näher bezeichnet: Lumbalbereich;M47.96;0;1;0
M4799;Spondylose, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation;M47.99;0;1;0
M4800;Spinal(kanal)stenose: Mehrere Lokalisationen der Wirbelsäule;M48.00;0;1;0
M4802;Spinal(kanal)stenose: Zervikalbereich;M48.02;0;1;0
M4806;Spinal(kanal)stenose: Lumbalbereich;M48.06;0;1;0
M4809;Spinal(kanal)stenose: Nicht näher bezeichnete Lokalisation;M48.09;0;1;0
M501;Zervikaler Bandscheibenschaden mit Radikulopathie;M50.1;0;1;0
M502;Sonstige zervikale Bandscheibenverlagerung;M50.2;0;1;0
M508;Sonstige zervikale Bandscheibenschäden;M50.8;0;1;0
M509;Zervikaler Bandscheibenschaden, nicht näher bezeichnet;M50.9;0;1;0
M510;Lumbale und sonstige Bandscheibenschäden mit Myelopathie;M51.0;0;1;0
M511;Lumbale und sonstige Bandscheibenschäden mit Radikulopathie;M51.1;0;1;0
M512;Sonstige näher bezeichnete Bandscheibenverlagerung;M51.2;0;1;0
M513;Sonstige näher bezeichnete Bandscheibendegeneration;M51.3;0;1;0
M518;Sonstige näher bezeichnete Bandscheibenschäden;M51.8;0;1;0
M519;Bandscheibenschaden, nicht näher bezeichnet;M51.9;0;1;0
M530;Zervikozephales Syndrom;M53.0;0;1;0
M531;Zervikobrachial-Syndrom;M53.1;0;1;0
M533;Krankheiten der Sakrokokzygealregion, anderenorts nicht klassifiziert;M53.3;0;1;0
M5380;Sonstige näher bezeichnete Krankheiten der Wirbelsäule und des Rückens: Mehrere Lokalisationen der Wirbelsäule;M53.80;0;1;0
M5386;Sonstige näher bezeichnete Krankheiten der Wirbelsäule und des Rückens: Lumbalbereich;M53.86;0;1;0
M5399;Krankheit der Wirbelsäule und des Rückens, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation;M53.99;0;1;0
M5400;Pannikulitis in der Nacken- und Rückenregion: Mehrere Lokalisationen der Wirbelsäule;M54.00;0;1;0
M5410;Radikulopathie: Mehrere Lokalisationen der Wirbelsäule;M54.10;0;1;0
M5412;Radikulopathie: Zervikalbereich;M54.12;0;1;0
M5413;Radikulopathie: Zervikothorakalbereich;M54.13;0;1;0
M5414;Radikulopathie: Thorakalbereich;M54.14;0;1;0
M5415;Radikulopathie: Thorakolumbalbereich;M54.15;0;1;0
M5416;Radikulopathie: Lumbalbereich;M54.16;0;1;0
M5417;Radikulopathie: Lumbosakralbereich;M54.17;0;1;0
M5419;Radikulopathie: Nicht näher bezeichnete Lokalisation;M54.19;0;1;0
M542;Zervikalneuralgie;M54.2;0;1;0
M543;Ischialgie;M54.3;0;1;0
M544;Lumboischialgie;M54.4;0;1;0
M545;Kreuzschmerz;M54.5;0;1;0
M546;Schmerzen im Bereich der Brustwirbelsäule;M54.6;0;1;0
M5480;Sonstige Rückenschmerzen: Mehrere Lokalisationen der Wirbelsäule;M54.80;0;1;0
M5482;Sonstige Rückenschmerzen: Zervikalbereich;M54.82;0;1;0
M5483;Sonstige Rückenschmerzen: Zervikothorakalbereich;M54.83;0;1;0
M5485;Sonstige Rückenschmerzen: Thorakolumbalbereich;M54.85;0;1;0
M5486;Sonstige Rückenschmerzen: Lumbalbereich;M54.86;0;1;0
M5487;Sonstige Rückenschmerzen: Lumbosakralbereich;M54.87;0;1;0
M5489;Sonstige Rückenschmerzen: Nicht näher bezeichnete Lokalisation;M54.89;0;1;0
M5490;Rückenschmerzen, nicht näher bezeichnet: Mehrere Lokalisationen der Wirbelsäule;M54.90;0;1;0
M5496;Rückenschmerzen, nicht näher bezeichnet: Lumbalbereich;M54.96;0;1;0
M5499;Rückenschmerzen, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation;M54.99;0;1;0
M6208;Muskeldiastase: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule];M62.08;0;1;0
M6230;Immobilitätssyndrom (paraplegisch): Mehrere Lokalisationen;M62.30;0;1;0
M6235;Immobilitätssyndrom (paraplegisch): Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk];M62.35;0;1;0
M6239;Immobilitätssyndrom (paraplegisch): Nicht näher bezeichnete Lokalisationen;M62.39;0;1;0
M6250;Muskelschwund und -atrophie, anderenorts nicht klassifiziert: Mehrere Lokalisationen;M62.50;0;1;0
M6280;Sonstige näher bezeichnete Muskelkrankheiten: Mehrere Lokalisationen;M62.80;0;1;0
M6281;Sonstige näher bezeichnete Muskelkrankheiten: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk];M62.81;0;1;0
M6288;Sonstige näher bezeichnete Muskelkrankheiten: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule];M62.88;0;1;0
M6289;Sonstige näher bezeichnete Muskelkrankheiten: Nicht näher bezeichnete Lokalisationen;M62.89;0;1;0
M6290;Muskelkrankheit, nicht näher bezeichnet: Mehrere Lokalisationen;M62.90;0;1;0
M6298;Muskelkrankheit, nicht näher bezeichnet: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule];M62.98;0;1;0
M654;Tendovaginitis stenosans [de Quervain];M65.4;0;1;0
M702;Bursitis olecrani;M70.2;0;1;0
M712;Synovialzyste im Bereich der Kniekehle [Baker-Zyste];M71.2;0;1;0
M720;Fibromatose der Palmarfaszie [Dupuytren-Kontraktur];M72.0;0;1;0
M750;Adhäsive Entzündung der Schultergelenkkapsel;M75.0;0;1;0
M751;Läsionen der Rotatorenmanschette;M75.1;0;1;0
M754;Impingement-Syndrom der Schulter;M75.4;0;1;0
M759;Schulterläsion, nicht näher bezeichnet;M75.9;0;1;0
M766;Tendinitis der Achillessehne;M76.6;0;1;0
M768;Sonstige Enthesopathien der unteren Extremität mit Ausnahme des Fußes;M76.8;0;1;0
M771;Epicondylitis radialis humeri;M77.1;0;1;0
M773;Kalkaneussporn;M77.3;0;1;0
M778;Sonstige Enthesopathien, anderenorts nicht klassifiziert;M77.8;0;1;0
M779;Enthesopathie, nicht näher bezeichnet;M77.9;0;1;0
M7900;Rheumatismus, nicht näher bezeichnet: Mehrere Lokalisationen;M79.00;0;1;0
M7909;Rheumatismus, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisationen;M79.09;0;1;0
M7910;Myalgie: Mehrere Lokalisationen;M79.10;0;1;0
M7911;Myalgie: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk];M79.11;0;1;0
M7918;Myalgie: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule];M79.18;0;1;0
M7919;Myalgie: Nicht näher bezeichnete Lokalisationen;M79.19;0;1;0
M7960;Schmerzen in den Extremitäten: Mehrere Lokalisationen;M79.60;0;1;0
M7961;Schmerzen in den Extremitäten: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk];M79.61;0;1;0
M7962;Schmerzen in den Extremitäten: Oberarm [Humerus, Ellenbogengelenk];M79.62;0;1;0
M7963;Schmerzen in den Extremitäten: Unterarm [Radius, Ulna, Handgelenk];M79.63;0;1;0
M7964;Schmerzen in den Extremitäten: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen];M79.64;0;1;0
M7965;Schmerzen in den Extremitäten: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk];M79.65;0;1;0
M7966;Schmerzen in den Extremitäten: Unterschenkel [Fibula, Tibia, Kniegelenk];M79.66;0;1;0
M7967;Schmerzen in den Extremitäten: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes];M79.67;0;1;0
M7969;Schmerzen in den Extremitäten: Nicht näher bezeichnete Lokalisationen;M79.69;0;1;0
M7970;Fibromyalgie: Mehrere Lokalisationen;M79.70;0;1;0
M8000;Postmenopausale Osteoporose mit pathologischer Fraktur: Mehrere Lokalisationen;M80.00;0;1;0
M8008;Postmenopausale Osteoporose mit pathologischer Fraktur: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule];M80.08;0;1;0
M8058;Idiopathische Osteoporose mit pathologischer Fraktur: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule];M80.58;0;1;0
M8088;Sonstige Osteoporose mit pathologischer Fraktur: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule];M80.88;0;1;0
M8098;Nicht näher bezeichnete Osteoporose mit pathologischer Fraktur: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule];M80.98;0;1;0
M8099;Nicht näher bezeichnete Osteoporose mit pathologischer Fraktur: Nicht näher bezeichnete Lokalisationen;M80.99;0;1;0
M8100;Postmenopausale Osteoporose: Mehrere Lokalisationen;M81.00;0;1;0
M8108;Postmenopausale Osteoporose: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule];M81.08;0;1;0
M8109;Postmenopausale Osteoporose: Nicht näher bezeichnete Lokalisationen;M81.09;0;1;0
M8149;Arzneimittelinduzierte Osteoporose: Nicht näher bezeichnete Lokalisationen;M81.49;0;1;0
M8159;Idiopathische Osteoporose: Nicht näher bezeichnete Lokalisationen;M81.59;0;1;0
M8180;Sonstige Osteoporose: Mehrere Lokalisationen;M81.80;0;1;0
M8188;Sonstige Osteoporose: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule];M81.88;0;1;0
M8189;Sonstige Osteoporose: Nicht näher bezeichnete Lokalisationen;M81.89;0;1;0
M8190;Osteoporose, nicht näher bezeichnet: Mehrere Lokalisationen;M81.90;0;1;0
M8198;Osteoporose, nicht näher bezeichnet: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule];M81.98;0;1;0
M8199;Osteoporose, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisationen;M81.99;0;1;0
M8590;Veränderung der Knochendichte und -struktur, nicht näher bezeichnet: Mehrere Lokalisationen;M85.90;0;1;0
M8599;Veränderung der Knochendichte und -struktur, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisationen;M85.99;0;1;0
M8785;Sonstige Knochennekrose: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk];M87.85;0;1;0
M8899;Osteodystrophia deformans, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisationen;M88.99;0;1;0
M8909;Neurodystrophie [Algodystrophie]: Nicht näher bezeichnete Lokalisationen;M89.09;0;1;0
M939;Osteochondropathie, nicht näher bezeichnet;M93.9;0;1;0
M961;Postlaminektomie-Syndrom, anderenorts nicht klassifiziert;M96.1;0;1;0
M9933;Knöcherne Stenose des Spinalkanals: Lumbalbereich [lumbosakral];M99.33;0;1;0
M9981;Sonstige biomechanische Funktionsstörungen: Zervikalbereich [zervikothorakal];M99.81;0;1;0
M9982;Sonstige biomechanische Funktionsstörungen: Thorakalbereich [thorakolumbal];M99.82;0;1;0
N083;Glomeruläre Krankheiten bei Diabetes mellitus;N08.3;0;1;0
N133;Sonstige und nicht näher bezeichnete Hydronephrose;N13.3;0;1;0
N178;Sonstiges akutes Nierenversagen;N17.8;0;1;0
N179;Akutes Nierenversagen, nicht näher bezeichnet;N17.9;0;1;0
N181;Chronische Nierenkrankheit, Stadium 1;N18.1;0;1;0
N182;Chronische Nierenkrankheit, Stadium 2;N18.2;0;1;0
N183;Chronische Nierenkrankheit, Stadium 3;N18.3;0;1;0
N184;Chronische Nierenkrankheit, Stadium 4;N18.4;0;1;0
N185;Chronische Nierenkrankheit, Stadium 5;N18.5;0;1;0
N1889;Sonstige chronische Nierenkrankheit, Stadium nicht näher bezeichnet;N18.89;0;1;0
N189;Chronische Nierenkrankheit, nicht näher bezeichnet;N18.9;0;1;0
N19;Nicht näher bezeichnete Niereninsuffizienz;N19;0;1;0
N200;Nierenstein;N20.0;0;1;0
N201;Ureterstein;N20.1;0;1;0
N258;Sonstige Krankheiten infolge Schädigung der tubulären Nierenfunktion;N25.8;0;1;0
N26;Schrumpfniere, nicht näher bezeichnet;N26;0;1;0
N281;Zyste der Niere, erworben;N28.1;0;1;0
N288;Sonstige näher bezeichnete Krankheiten der Niere und des Ureters;N28.8;0;1;0
N289;Krankheit der Niere und des Ureters, nicht näher bezeichnet;N28.9;0;1;0
N300;Akute Zystitis;N30.0;0;1;0
N302;Sonstige chronische Zystitis;N30.2;0;1;0
N308;Sonstige Zystitis;N30.8;0;1;0
N309;Zystitis, nicht näher bezeichnet;N30.9;0;1;0
N310;Ungehemmte neurogene Blasenentleerung, anderenorts nicht klassifiziert;N31.0;0;1;0
N312;Schlaffe neurogene Harnblase, anderenorts nicht klassifiziert;N31.2;0;1;0
N3188;Sonstige neuromuskuläre Dysfunktion der Harnblase;N31.88;0;1;0
N319;Neuromuskuläre Dysfunktion der Harnblase, nicht näher bezeichnet;N31.9;0;1;0
N320;Blasenhalsobstruktion;N32.0;0;1;0
N328;Sonstige näher bezeichnete Krankheiten der Harnblase;N32.8;0;1;0
N390;Harnwegsinfektion, Lokalisation nicht näher bezeichnet;N39.0;0;1;0
N393;Belastungsinkontinenz [Stressinkontinenz];N39.3;0;1;0
N3941;Überlaufinkontinenz;N39.41;0;1;0
N3942;Dranginkontinenz;N39.42;0;1;0
N3948;Sonstige näher bezeichnete Harninkontinenz;N39.48;0;1;0
N399;Krankheit des Harnsystems, nicht näher bezeichnet;N39.9;0;1;0
N40;Prostatahyperplasie;N40;0;1;0
N411;Chronische Prostatitis;N41.1;0;1;0
N433;Hydrozele, nicht näher bezeichnet;N43.3;0;1;0
N459;Orchitis, Epididymitis und Epididymoorchitis ohne Abszess;N45.9;0;1;0
N47;Vorhauthypertrophie, Phimose und Paraphimose;N47;0;1;0
N481;Balanoposthitis;N48.1;0;1;0
N508;Sonstige näher bezeichnete Krankheiten der männlichen Genitalorgane;N50.8;0;1;0
N61;Entzündliche Krankheiten der Mamma [Brustdrüse];N61;0;1;0
N62;Hypertrophie der Mamma [Brustdrüse];N62;0;1;0
N643;Galaktorrhoe, nicht im Zusammenhang mit der Geburt;N64.3;0;1;0
N649;Krankheit der Mamma, nicht näher bezeichnet;N64.9;0;1;0
N719;Entzündliche Krankheit des Uterus, ausgenommen der Zervix, nicht näher bezeichnet;N71.9;0;1;0
N760;Akute Kolpitis;N76.0;0;1;0
N771;Vaginitis, Vulvitis oder Vulvovaginitis bei anderenorts klassifizierten infektiösen und parasitären Krankheiten;N77.1;0;1;0
N809;Endometriose, nicht näher bezeichnet;N80.9;0;1;0
N811;Zystozele;N81.1;0;1;0
N832;Sonstige und nicht näher bezeichnete Ovarialzysten;N83.2;0;1;0
N910;Primäre Amenorrhoe;N91.0;0;1;0
N911;Sekundäre Amenorrhoe;N91.1;0;1;0
N912;Amenorrhoe, nicht näher bezeichnet;N91.2;0;1;0
N920;Zu starke oder zu häufige Menstruation bei regelmäßigem Menstruationszyklus;N92.0;0;1;0
N921;Zu starke oder zu häufige Menstruation bei unregelmäßigem Menstruationszyklus;N92.1;0;1;0
N924;Zu starke Blutung in der Prämenopause;N92.4;0;1;0
N946;Dysmenorrhoe, nicht näher bezeichnet;N94.6;0;1;0
N949;Nicht näher bezeichneter Zustand im Zusammenhang mit den weiblichen Genitalorganen und dem Menstruationszyklus;N94.9;0;1;0
N951;Zustände im Zusammenhang mit der Menopause und dem Klimakterium;N95.1;0;1;0
N959;Klimakterische Störung, nicht näher bezeichnet;N95.9;0;1;0
O091;Schwangerschaftsdauer: 5 bis 13 vollendete Wochen;O09.1;0;1;0
O092;Schwangerschaftsdauer: 14. Woche bis 19 vollendete Wochen;O09.2;0;1;0
O093;Schwangerschaftsdauer: 20. Woche bis 25 vollendete Wochen;O09.3;0;1;0
